,Title,Ingredients,Steps,Loves,URL,clean_teks
5,Beef black pepper spaghetti,"220 gram spaghetti la fonte, rebus sampai al dente--1 ons daging sapi, iris lawan arah--Bahan perendam daging:--secukupnya Saus tiram--secukupnya Kecap asin--secukupnya Soda kue--Bumbu black pepper instant (merk my taste)--1 siung baput besar cicang kasar--1/2 babom potong kotak--2 helai Daun bawang potong 2cm--secukupnya Kecap asin--",Setelah spaghetti al dente beri sedikit minyak supaya tdk menempel--Daging yg sudah di marinated digoreng 3/4 mateng dgn sedikit minyak. Sisihkan--Tumis babom dan baput sampai harum layu. Masukkan bumbu black pepper instant lalu masukkan spaghetti dan daging sapi. Aduk rata. Beri sedikit kecap asin. Dan daun bawang. Aduk rata. Koreksi rasa bila perlu.--Sajikan dengan cinta--,5,/id/resep/4471729-beef-black-pepper-spaghetti,gram spaghetti la fonte rebus al dente ons daging sapi iris lawan arah bahan rendam daging saus tiram kecap asin soda kue bumbu black pepper instant merk my taste siung baput cicang kasar babom potong kotak helai daun bawang potong kecap asin
7,Carbonara Linguine smooked beef,"Pasta linguine (bisa pasta lain) sesuai selera +/- 200gr--3 strip smooked beef potong kecil-kecil--Keju parmesan atau sering saya ganti cheddar--1/4 bagian awang bombay kecil--1 siung kecil awang putih (selera)--Susu full cream / cooking cream--1 butir telur--Lada, garam--Daun basil--2 sdm margarin--","Rebus pasta dengan sedikit garam lalu sisihkan--Parut keju cheddar banyaknya sesuai selera lalu sisihkan--Potong kasar dan agak besar bawang bombay. Potong halus bawang putih.--Panaskan 2 sdm margarin lalu tumis bawang bombay dan bawang putih sebentar jangn sampai berwarna coklat.--Masukan smooked beef yang sudah di slice lalu tumis sampai agak matang.--Saya lebih senang menggunakan susu tapi bisa juga dengan cooking cream jika ingin tekstur berat dan kental, versi saya akan gunakan susu full cream +/- 200 ml--Masukkan 3/4 keju pada susu yang mulai mendidih. Sisakan 1/4 dari yang sudah di parut untuk taburan. Aduk rata--Masukkan pasta, lalu tambahkan seasoning lada dan garam sesuai selera. Aduk rata sampai agak kental, terakhir kecilkan api lalu masukkan 1 butir telur ke atas masakan dan aduk cepat sampai merata jangan sampai putih telur matang duluan. Telur akan membuat tekstur saus carbonara semakin kental. Ingat langsung aduk rata jangan sampai matang duluan karena panas yang di hantarkan.--Terakhir setelah bercampur rata dan aroma keluar matikan kompor dan masukkan 2 helai kecil daun basil lalu aduk kembali. Tempatkan di piring lalu taburi keju parut / parmesan. Semoga bermanfaat dan disukai.--",1,/id/resep/4471643-carbonara-linguine-smooked-beef,pasta linguine pasta sesuai gr strip smooked beef potong keju parmesan ganti cheddar awang bombay siung awang putih susu full cream cooking cream butir telur lada garam daun basil sdm margarin
8,Semur Jantung Sapi,1/5 kg jantung sapi--▪️bumbu halus ▪️--5 siung bawang putih--4 siung bawang merah--1 sdt ketumbar--1 sdt lada putih--4 butir cengkeh / 1/4 sdt cengkeh--secukupnya Garam--secukupnya Pala--1/4 sdt jinten--1/4 sdt jahe bubuk atau 1 cm jahe biasa--2 buah kemiri--▪️bumbu tambahan ▪️--1 sdm kecap inggris atau sesuai selera--1 sdt saori teriyaki--secukupnya Royco--1 buah gula merah--Kecap secukupnya atau sesuai selera--secukupnya Vetsin--secukupnya Gula putih--Air putih 500 ml atau di sesuaikan dengan banyaknya jantung yang akan di masak--Bawang bombay 1 buah (ukuran di kira-kira saja)--Delmonte barbeque sauce 3 atau 4 sdm--(Opsional) 4 buah cabe hijau kecil--,"Potong-potong jantung sapi dan lumurkan delmonte barbeque sauce kemudian diamkan di dalam kulkas hingga menyerap--Ulek bumbu halus yang sudah di sebutkan di atas--Potong-potong bawang bombay--Kemudian, tumis bumbu halus hingga wangi dan bau kemiri tidak tercium--Masukan bawang bombay kedalam katel--Kemudian masukan jantung yang udah di diamkan teraebut dan aduk rata--Tambahkan air--Tambahkan saori saos teriyaki--Masukan gula merah--Tambahkan kecap manis--Tambahkan royco--Tambahkan vetsin--Tambahkan gula putih--Tambahkan kecap inggris--(Opsional) kalau kurang pedes, bisa di tambahin cabai hijau kecil di iris-iris--Tunggu hingga air aga saat, dan kemudian bisa di hidangkan--",2,/id/resep/4469770-semur-jantung-sapi,jantung sapi bumbu halus siung bawang putih siung bawang merah sdt ketumbar sdt lada putih butir cengkeh sdt cengkeh garam pala sdt jinten sdt jahe bubuk jahe buah kemiri bumbu tambah sdm kecap inggris sesuai sdt saori teriyaki royco buah gula merah kecap sesuai vetsin gula putih air putih ml sesuai banyak jantung masak bawang bombay buah ukur delmonte barbeque sauce sdm opsional buah cabai hijau
9,Daging sapi cincang taousi cah buncis,1 ons daging sapi (cincang)--1/4 buncir atau kira2--bumbu--bawang putih--taousi hitam--lada bubuk--garam--gula pasir--royco kaldu sapi atau ayam--minyak wijen--kecap asin--,Cincang daging sapi di beri bumbu kecap asin minyak wijen gula tepung kanji secumput aduk rata diamkan dulu biar meresap--Potong panjng buncis.cincang bawang putih dan tousi--Tumis daging cincang yg sudah di bumbuin aduk sdh agk matang angkt siaihkn--Kasih minyak dikit di wajan tumis bawang dan tousi yg di cincang tumis sampi harum dan masukan buncis kasih sedikit garam dan gula aduk dan ksh sdikit air tutup biarkan matang--Lalu terakhir masukan daging cincang yg sdh di tumis tadi campur kdlm wajan buncis tumis bentr angkt--Tumia buncis daging sapi cincang siap di hidangkan..silakn mencoba--,1,/id/resep/4469431-daging-sapi-cincang-taousi-cah-buncis,ons daging sapi cincang buncir bumbu bawang putih taousi hitam lada bubuk garam gula pasir royco kaldu sapi ayam minyak wijen kecap asin
10,Sayur asem kacang merah daging sapi,1/4 kg kacang merah--1/4 kg daging sapi--5 siung bawang merah--2 siung bawang putih--2 buah cabe merah--1 butir tomat--Asam jawa--1 Batang daun bawang--Gula merah--Garam--Sedikit bumbu masak--2 lembar salam--,"Rebus kacang merah sampai empuk sisihkan--Rebus daging sampai empuk potong kotak kecil--Iris semua bumbu--Panaskan 1 liter kaldu bekas rebusan daging tadi tambahkan air kalau kurang, setelah mendidih tambahkan kacang merah, daging, bumbu yg sdh diiris, garam secukupnya, gula merah secukupnya, sedikit gula pasir biar gurih, bumbu masak sy pakai royco rasa sapi sedikit saja, 2 lembar daun salam biarkan bumbu meresap sekitar 10-15 menit. Angkat hidangkan sayur kacang merah siap disantap. Selamat mencoba...--",7,/id/resep/4468461-sayur-asem-kacang-merah-daging-sapi,kacang merah daging sapi siung bawang merah siung bawang putih buah cabai merah butir tomat asam jawa batang daun bawang gula merah garam bumbu masak lembar salam
11,Orak arik telur daging sapi,1/2 kg Daging sapi--Bawang putih 1 bungkul cincang halus--Telur 5 biji kocok beri sedikit garam--Minyak wijen--Penyedap rasa--,Tumis bawang putih sampai harum masukkan daging sapi tumis--Masukkan telur yg sudah dikocok lepas aduk2 beri sedikit air--Masukkan minyak wijen dan penyedap rasa tunggu agak mengental angkat dan sajikan selamat mencoba 😄😄--,0,/id/resep/4468264-orak-arik-telur-daging-sapi,daging sapi bawang putih bungkul cincang halus telur biji kocok garam minyak wijen sedap
12,Se'i Sapi Khas Kupang,"1 daging Se'i Sapi--2 siung Bawang merah--4 siung Bawang putih--1/4 Bawang Bombay--13 buah cabai rawit (sesuai selera)--2 buah cabai merah keriting (sesuai selera)--1 ikat kecil kemangi, siangi--1/2 buah tomat--secukupnya lada bubuk--secukupnya saos tiram--secukupnya kecap manis--sedikit minyak goreng--secukupnya garam--secukupnya gula--secukupnya air--","Iris daging se'i Sapi nya tipis-tipis atau sesuai selera--Iris tipis bawang merah, bawang putih, bawang Bombay, cabai, dan tomat.--Tumis bawang merah, bawang putih, dan bawang Bombay, sampai harum.--Masukkan cabai, setelah matang masukkan tomat--Bisa beri sedikit air, biarkan sampai bumbu matang dan air mendidih dan menyusut. (ini bisa di skip) bila tidak ingin ada airnya--Masukkan daging Se'i Sapi nya, tambahkan lada bubuk, gula, garam, saos tiram, dan kecap manis. Aduk rata--Masak Se'i sebentar saja ±5 menitan agar daging tidak keras. masukkan daun kemangi. Aduk rata--Tes rasa--Siap di sajikan--",1,/id/resep/4468042-sei-sapi-khas-kupang,daging i sapi siung bawang merah siung bawang putih bawang bombay buah cabai rawit sesuai buah cabai merah keriting sesuai ikat kemangi siang buah tomat lada bubuk saos tiram kecap manis minyak goreng garam gula air
0,Martabak tahu pedas kulit lumpia,12 lembar kulit lumpia--4 buah tahu putih--2 batang daun bawang (iris halus)--1 batang daun seledri (iris halus)--3 btr telur (sy pakai 2 aja krn agak besar)--1 sdm terigu + 2 sdm air (sbgai lem kulit lumpia)--Sckpnya minyak utk menggoreng--Bumbu halus :--3 siung bawang putih--1/2 bks lada/merica bubuk--Sckpnya garam gula dan kaldu bubuk--3-4 cabe merah kriting iris serong--2 buah wortel agak kecil parut kasar--,"Haluskan tahu putih campur semua bahan kecuali kulit lumpia (icip rasa)--Ambil 1 lbr kulit lumpia beri 1 sdm adonan tahu ditengahnya lalu lipat (seperti amplop) dgn rapi, lalu beri lem disetiap sisisnya spy tdk terbuka pd saat digoreng, lakukan hingga habis--Panaskan minyak diatas wajan dgn api sedang cenderung kecil, goreng martabak sampai kecoklatan angkat dan tiriskan (abaikan wajannya yg sdh mulai jelek ya 😁)--Martabak tahu pedas kulit lumpia siap dihidangkan--Selamat mencoba... 😘😘--",7,/id/resep/4472701-martabak-tahu-pedas-kulit-lumpia,lembar kulit lumpia buah putih batang daun bawang iris halus batang daun seledri iris halus btr telur pakai sdm terigu sdm air lem kulit lumpia sckpnya minyak goreng bumbu halus siung bawang putih bungkus lada merica bubuk sckpnya garam gula kaldu bubuk cabai merah kriting iris serong buah wortel parut kasar
1,Batagor (Bakso Tahu Goreng) ala rumahan anti gagal,Bahan batagor--3 kotak ukuran kecil tahu kuning--5 sdm tepung terigu--1/2 sdm mentega (supaya kriuk2)--2 buah bawang putih--Garam (secukupnya)--Merica (secukupnya)--Air putih matang (secukupnya)--Bahan saus--2 sdm saus cabe (saya pake indofo**)--1/2 siung bawang putih--2 cabe rawit (sesuai selera ya karna suami saya gak suka pedas)--Kecap (secukupnya)--Air matang (secukupnya)--,"Haluskan tahu kuning, bawang putih, garam merica (hingga lumat)--Tambahkan mentega, tepung terigu kedalam adonan tahu dan beri air hingga lembek tapi jangan sampai encer ya. Koreksi rasa--Siapkan wajan dengan minyak, goreng adonan yang telah dibuat. (Saya pake 2 sendok buat bikin kecil2). Angkat dan tata di mangkuk.--Haluskan bawang putih, cabai rawit--Tumis bawang putih dan cabai yang sudah di haluskan hingga harus.--Masukkan saus, kecap, garam. Koreksi rasa--Batagor dan sausnya siap untuk dinikmati 🤤--",7,/id/resep/4473611-batagor-bakso-tahu-goreng-ala-rumahan-anti-gagal,bahan batagor kotak ukur kuning sdm tepung terigu sdm mentega kriuk buah bawang putih garam merica air putih matang bahan saus sdm saus cabai pakai indofo siung bawang putih cabai rawit sesuai ya suami suka pedas kecap air matang
2,Sayur Sutace (sop tahu ceker),1/2 kg ceker ayam--4 buah wortel ukuran sedang--6 buah wortel--sesuai selera Kol--sesuai selera Daun bawang--sesuai selera Seledri--4 buah tahu kuning--Garam--Gula putih--Penyedap rasa (ma**ko)--Lada bubuk--Jeruk nipis--2 siung Bawang Putih--2 siung Bawang merah--,"Bersihkan ceker, lau rebut selama 3-4 menit pakai jeruk nipis biar gk terlalu bau--Tiriskan ceker--Potong2 tahu, lalu goreng set mateng, tiriskan--Potong2 sayurr, cuci hingga bersihh.--Haluskan bawang merah dan bawang putih.--Panaskan sedikit minyak masukan bawang yg sudah di haluskan, oseng2 hingga tercium wangi--Masukan sayurr, tampahkan air, garam, gula putih dan penyedap rasa secukupnya.--Tunggu hingga sayur hampir matang, masukan ceker, dan tahu.--Tutup wajan hingga kaldu meresap kedalam ceker dan tahu.--Setelah matang, tuang ke mangkok, siap di santappp 😊😊--",5,/id/resep/4473647-sayur-sutace-sop-tahu-ceker,ceker ayam buah wortel ukur buah wortel sesuai kol sesuai daun bawang sesuai seledri buah kuning garam gula putih sedap ko lada bubuk jeruk nipis siung bawang putih siung bawang merah
3,Sapo Tahu Ayam ala Mey👌,"1 bks Tofu--5-10 bh filet ayam--1 bh wortel, iris tipis menyerong--5 bh jagung muda, iris tipis menyerong--1/2 kuntum bunga kol, pisahkan jd kuntum2 kecil--5 lbr pakcoy, iris 4-5 bag/lbr--2 lbr daun kol, iris2--2 sdm saos tiram--3 sdm kecap asin--1-2 sdm Royco ayam--1,5 gls air--Pengental : 1/2 gls air + 1 sdm sagu--Bumbu halus :--7 bh bamer--4 bh baput--1 sdt lada halus--Minyak utk menumis--","Iris tofu, jgn terlalu tipis, nanti hancur, goreng..,sisihkan--Siapkan sayur2annya, cuci, iris2, sisihkan (ups: pakcoynya hampir kelupaan)--Tumis bumbu halus, dgn api kecil, hingga matang, masukkan filet ayam, aduk2 beri air, masak sampai mendidih--Masukkan irisan wortel, jagung & brokoli, aduk tutup, biarkan sayur2an lunak & matang--Beri saos tiram, kecap asin & Royco, aduk2--Masukkan pakcoy & kol, aduk2, terakhir masukkan pengental, aduk rata, koreksi rasa--Sayuran pindahkan kepiring/mangkok, tata tofu goreng diatasnya, siram dgn saosnya--Sajikan--Ini foto sapo tahu yg pertama sekali buat pagi tadi #dibuangsayang--",4,/id/resep/4473233-sapo-tahu-ayam-ala-mey%F0%9F%91%8C,bungkus tofu bh filet ayam bh wortel iris tipis serong bh jagung muda iris tipis serong kuntum bunga kol pisah kuntum libur pakcoy iris bag libur libur daun kol iris sdm saos tiram sdm kecap asin sdm royco ayam gls air kental gls air sdm sagu bumbu halus bh bamer bh baput sdt lada halus minyak tum
4,TTKK (tahu telur timun tauge kuah kacang),1 butir telur--1 tahu--secukupnya Timun--secukupnya Tauge--Kuah kacang :--Kacang tanah disangrai--Bawang merah--Bawang putih--Cabe kering--Cabe rawit--Gula merah--,"Goreng tahu dan telur, rebus tauge.--Potong2 timun sesuai selera--Tata telur pada piring, potong tahu taruh diatas telur tadi lalu tauge dan timun lalu airam kuah kacang--TTKK siap disantap--",0,/id/resep/4473231-ttkk-tahu-telur-timun-tauge-kuah-kacang,butir telur timun tauge kuah kacang kacang tanah sangrai bawang merah bawang putih cabai kering cabai rawit gula merah
5,Perkedel Tahu Wortel Sederhana,1 bks tahu putih--1 batang wortel (potong kecil-kecil)--1/2 bks Masako ayam--secukupnya Lada bubuk--1 btr telur ayam (kocok)--2 sdm terigu--Minyak untuk menggoreng--,"Hancurkan tahu dalam baskom--Campurkan wortel yang telah di potong-potong, lada bubuk, masako, telur dan terigu--Uleni hingga semua tercampur--Ambil menggunakan sendok makan, masukkan ke dalam minyak panas, goreng hingga berwarna kecoklatan.--",4,/id/resep/4473213-perkedel-tahu-wortel-sederhana,bungkus putih batang wortel potong bungkus masako ayam lada bubuk btr telur ayam kocok sdm terigu minyak goreng
6,Kari tahu telur kentang,"4 butir telur rebus--4 buah tahu, potong 8 bagian lalu goreng berkulit--2 buah kentang, potong 4 bagian--1 bks santan kara ukuran kecil--1000 ml air / kaldu--5 buah cengek utuh (tambahan dari saya)--Haluskan :--1 buah cabe merah buang biji--5 siung bawang merah--2 siung bawang putih--1 sdm bumbu kari instant--2 butir kemiri--1/4 sdt ketumbar--1/2 sdt merica bubuk--1/8 sdt pala bubuk--2 ruas jari kunyit--Rempah cemplung--1 batang sereh, geprek--2 cm lengkuas--1 cm jahe--2 lembar daun jeruk--1 lembar daun salam--Secukupnya asam jawa--Garam / kaldu bubuk--Gula pasir--","Tumis bumbu halus dan rempah cemplung hingga harum dan matang--Masukan kentang. Aduk rata--Beri air. Setelah agak mendidih masukan telur, tahu dan rawit utuh--Bumbui garam dan gula pasir--Setelah didih, masukan santan, aduk sesekali--Angkat, sajikan dengan pelengkap--",3,/id/resep/4471788-kari-tahu-telur-kentang,butir telur rebus buah potong goreng kulit buah kentang potong bungkus santan kara ukur ml air kaldu buah cengek utuh tambah halus buah cabai merah buang biji siung bawang merah siung bawang putih sdm bumbu kari instant butir kemiri sdt ketumbar sdt merica bubuk sdt pala bubuk ruas jari kunyit rempah cemplung batang sereh geprek lengkuas jahe lembar daun jeruk lembar daun salam asam jawa garam kaldu bubuk gula pasir
7,Sundubu Jjigae (sup tahu pedas ala2 korea),"1 bungkus tahu putih, potong2 besar--1/2 ons toge--1/2 ons kol--1-2 ons sawi putih--1 tangkai daun bawang, iris serong agak tebal--1/2 bulat bawang bombay, iris memanjang--2-3 botol air--2-3 sdm perasan jeruk nipis/limau/lemon--1 telur, kocok lepas--Bumbu halus :--3 cabe merah besar--3 cengek merah (ini pedesnya sedang)--3 bawang merah--1 bawang putih--1 tomat sedang--","Haluskan bumbu (blender).--Tumis bawang bombay sampai harum, lalu masukkan bumbu halus, beri air, tumis sampai bumbu matang--Baru masukkan sayuran dan tahu, perasan jeruk, gula, kaldu ayam, garam, tes rasa.--Kalo udah dirasa pas dan matang baru masukkan kocokan telur, aduk2 sampai telur matang, lalu matikan api. Langsung beri daun bawang atasnya. Selesai.--",7,/id/resep/4472974-sundubu-jjigae-sup-tahu-pedas-ala2-korea,bungkus putih potong ons toge ons kol ons sawi putih tangkai daun bawang iris serong tebal bulat bawang bombay iris panjang botol air sdm asa jeruk nipis limau lemon telur kocok lepas bumbu halus cabai merah cengek merah pedesnya bawang merah bawang putih tomat
8,Nugget Tahu Ekonomis Anti Gagal,"5 buah tahu(1kg an) sy: sekitar 700g--1 butir telur--4 siung bawang putih, haluskan--1/2 bks ladaku--Secukupnya garam(sy: garam di skip)--2 bks royco sapi(sy: 1 bks)--2 buah wortel,kupas kulitnya, lalu parut--1 btg daun bawang, iris halus--Bahan pelapis:--Secukupnya telur, kocok lepas--Secukupnya tepung roti/panir/bread crumb--","Cuci tahu dan tiriskan. Agar saat digoreng tidak rapuh atau nyemek.--Haluskan tahu, lalu beri semua bumbu kecuali bahan pelapis. Aduk rata.(bisa koreksi rasa ketika telur belum ditambahkan, garam bisa disesuaikan karna setiap tahu ada yg asin dan tawar)--Oles cetakan dengan minyak sayur. Masukkan adonan tahu lalu kukus selama 35 menit atau sampai matang. Tutup kukusan dilapisi serbet agar air tidak menetes.--Setelah matang tunggu hingga dingin.--Setelah dingin potong2. Siapkan bahan pelapis. Celupkan ke telur lalu ke tepung roti lakukan sampai habis. Nugget bisa langsung digoreng atau disimpan di frezzer. Sebaiknya menyimpan nugget tidak ditumpuk apabila ditumpuk alasi dengan kertas minyak/kertas roti agar tidak lengket.--Goreng di api sedang. Lakukan satu balikan bila satu sisi sudah kering. Agar tidak menyerap banyak minyak.--Sajikan hangat dengan saus sambal😄. Lebih enak lagi bila ditambah keju dan kornet😍. Next time dicoba pakai keduanya😊.--",9,/id/resep/4448501-nugget-tahu-ekonomis-anti-gagal,buah an butir telur siung bawang putih halus bungkus lada garam garam skip bungkus royco sapi bungkus buah wortel kupas kulit parut batang daun bawang iris halus bahan lap telur kocok lepas tepung roti panir bread crumb
9,Tahu Petis musim ujan,"1 sdm petis--2 bh cabe rawit,rajang--2 bwg pth,rajang halus--4 bwg mrh,rajang halus--Secukupnya garam--1/2 sdt maizena,larutkan dg 100 ml air--","Siapkan bahan2--Goreng tahu smp matang..sementara itu kita rajang halus bumbu/diuleg jg boleh..--Siapkan minyak dwajan ±3 sdm,masukkan bumbu & petis,aduk rata. Biarkan smp harum. Lalu masukkan larutan maizena,aduk lg.. Icip smp dpt rasa yg pas.. Sajikan dgn tahu goreng... Sedapp--Drpd beli dluar,mending bkin sndiri yuk,rempong sdkit gpp demi kluarga trsayang..--",9,/id/resep/4472947-tahu-petis-musim-ujan,sdm petis bh cabai rawit rajang bwg putih rajang halus bwg marah rajang halus garam sdt maizena larut ml air
10,Sayur tahu jengkol,10 buah tahu kuning--1/4 jengkol--2 bungkus Santan kara--Garam--Kaldu bubuk--Gula putih--Daun salam--Bumbu halus :--6 siung bawang merah--5 siung bawang putih--8 buah cabe merah besar--5 butir kemiri--,"Bersihkan jengkol dan rebus sampai empuk. Jika sudah dingin geprek jengkol agar bumbu meresap.--Potong tahu bentuk segitiga dan goreng sampai matang. Klo saya cenderung agak kering kecoklatan.--Tumis bumbu halus sampai wangi dan matang. Masukan daun salam, tahu dan jengkol lalu beri air. Biarkan sampai mendidih!!!--Berikan santan kara dan garam, kaldu bubuk serta gula putih. Biarkan kuah agak menyusut agar bumbu meresap. Jangan lupa aduk aduk kuah agar santan tidak pecah. Terakhir tes rasa!!! Selamat mencoba.--",0,/id/resep/4472978-sayur-tahu-jengkol,buah kuning jengkol bungkus santan kara garam kaldu bubuk gula putih daun salam bumbu halus siung bawang merah siung bawang putih buah cabai merah butir kemiri
11,Sapo Tahu No Seafood,"2 pcs Egg Tofu (potong2 ketebalan sesuai selera)--2 bonggol Brokoli (sy uk.kecil2, siangi, potong perkuntum)--1 bonggol Bunga Kol (sy uk.sedang, potong perkuntum)--1 bonggol Sawi putih (sy uk.kecil, potong2)--1-2 btg Wortel (iris bulat/serong terserah)--Secukupnya Jamur Kancing (bisa pake jamur kuping, iris2 sesuai selera)--1 helai Daun bawang iris2--5 btr Bakso ayam iris2 (bisa pake bakso lain/seafood/daging ayam cincang)--1 siung Bawang Bombay uk.sedang (potong wedges)--5 siung Bawang putih geprek, cincang--° Bumbu :--1 sdm penuh Saus Tiram (sy Saori)--1/2 sdt Garam (menyesuaikan selera)--1/2 sdt Gula pasir (menyesuaikan selera)--1/4 sdt Royco ayam (boleh gapake)--1/4 sdt Lada bubuk--1 sdm Kecap manis Bango (kalo sy wajib/rutinitas hihihi)--Secukupnya Air Kaldu (sy pake kuah bakso hihi)--","Goreng garing/sampai berkulit si tofu yaa. Sisihkan dulu.--Siapkan semua bahan. Sayuran dicuci semua. Bumbu2 juga dipersiapkan yaa. Kalo sy, wortel-brokoli-bunga kol-jamur kancing sy blansir sbentar (rendam air panas bentar, lalu ke air dingin spya lebih cpt ngolahny, warna sayurnya juga segerr) Yuk memasak..--Panaskan margarin/minyak scukupny, tumis bawang putih dan bombay hingga layu dan harum--Masukkan sawi putih (ngga sy blansir), daun bwang, tumis bentar.--Masukkan jamur, aduk rata--Tuang sesuai selera bbrp sendok sayur air kaldu/sy kuah bakso. Kurleb sy 2-3 sendok sayur. Didihkan. Msukkan sisa sayuran.--Bumbui saus tiram, gula garam, lada, kecap, royco bila perlu. Sampai rasa pas. (Kalo sy sblumnya dah gurih kena kuah bakso, jd tinggal ngoreksi)--Masukkan bakso iris, aduk rata--Terakhir masukkan tofu. Aduk perlahan. Masak sampai cukup matang. Dah... Siap!--Sapo tahunya siap dilahaaapp... Makan sapo nih enaknya sambil nikmatin hawa sejuk hujan ya moms. Mantap, anget2 gurih gitu hihi. Selamat makan :)--",6,/id/resep/4472859-sapo-tahu-no-seafood,pcs egg tofu potong tebal sesuai bonggol brokoli uk siang potong kuntum bonggol bunga kol uk potong kuntum bonggol sawi putih uk potong batang wortel iris bulat serong serah jamur kancing pakai jamur kuping iris sesuai helai daun bawang iris btr bakso ayam iris pakai bakso seafood daging ayam cincang siung bawang bombay uk potong wedges siung bawang putih geprek cincang bumbu sdm penuh saus tiram saori sdt garam sesuai sdt gula pasir sesuai sdt royco ayam pakai sdt lada bubuk sdm kecap manis bango wajib rutinitas hihihi air kaldu pakai kuah bakso hihi
12,Tahu Bulat,20 bh Tahu putih--Minyak untuk menggoreng--Bumbu halus :--5 bh Bawang putih--1/2 sdt Merica--2 1/2 sdt Garam--sesuai selera Kaldu bubuk--,"Haluskan tahu dengan garpu.--Saring tahu dengan kain berpori halus, peras pelan pelan hingga kadar airnya berkurang banyak. Cara menyaring tahu begini sebaiknya sedikit sedikit dan memerasnya jangan terlalu kuat.--Setelah airnya di peras,campur tahu dengan bumbu halus, aduk rata. bentuk bulat.--Panaskan minyak dengan api sedang. Masukan tahu bulat, goreng hingga kuning kecokelatan.Sajikan hangat.--",0,/id/resep/4469146-tahu-bulat,bh putih minyak goreng bumbu halus bh bawang putih sdt merica sdt garam sesuai kaldu bubuk
0,Orak arik telur buncis,1 buah telur--10 buncis--3 bawang merah--2 bawang putih--6 cabe rawit--1 sdm kecap manis--Penyedap (garam gula atau penyedap lainnya)--,"Haluskan bawang merah, bawang putih dan cabai--Iris buncis sesuai selera--Tumis bumbu halus hingga harum--Masukan buncis hingga agak layu--Masukan penyedap--Masukan telur, lalu campur dengan buncis di orak arik hingga rata.. tunggu sebentar lalu di orak arik lagi.. supaya matangnya sempurna 👌(biar ga amis)--Masukan kecap manis--Masukan air sedikit biarkan menyusut dan meresap--Koreksi rasa--Jadi deh.. selamat menikmati 😇--",1,/id/resep/4474114-orak-arik-telur-buncis,buah telur buncis bawang merah bawang putih cabai rawit sdm kecap manis sedap garam gula sedap
1,Terik ayam tempe telor,4 sayap ayam--4 buah telor--1/2 papan tempe--Bumbu halus:--5 siung bawang merah--4 siung bawang putih--2 butir kemiri--1/2 sdm ketumbar--secukupnya Garam--Bumbu lain:--2 cm lengkuas--1 lembar daun salam--1 batang sereh--secukupnya Gula jawa--Bawang goreng--Minyak untuk menumis--1 bungkus santan kara--secukupnya Air--5 buah cabe rawit--,"Cuci sayap ayam kemudian sisihkan. Rebus telur dan kupas. Sisihkan. Potong tempe sesuai selera. Sisihkan.--Panaskan minyak langsung di dalam panci. Tumis sereh, daun salam, dan lengkuas. Setelah beberapa saat masukkan bumbu halus. Tumis sampai berbau harum. Kemudian masukkan air dan gula jawa dan cabe rawit. Jika air sudah mendidih, masukkan sayap ayam dan telor. Masukkan tempe belakangan. Tunggu beberapa saat sampai ayam empuk (karena pakai sayap ayam, jadi tidak begitu lama). Jika ayam sudah empuk masukkan santan kara. Tunggu beberapa saat. Sesuaikan rasa. Matikan api, dan taburkan bawang goreng.--Terik siap dinikmati dengan nasi hangat dan kerupun 😁--",6,/id/resep/4474066-terik-ayam-tempe-telor,sayap ayam buah telur papan tempe bumbu halus siung bawang merah siung bawang putih butir kemiri sdm ketumbar garam bumbu lengkuas lembar daun salam batang sereh gula jawa bawang goreng minyak tum bungkus santan kara air buah cabai rawit
2,Telur Kornet,1/2 kaleng kornet--2-3 buah bawang prei--2 buah telur--1 sdm tepung terigu--secukupnya Cabe rawit--2 jumput Garam--1/2 sdt Merica--1/2 sdm Saus tiram--,"Campur kornet, telur, bawang prei dan cabe yg sudah di iris tipis. Tambahkan garam merica saos tiram secukupnya dan tepung terigu. Goreng 1 sdm dulu setelah matang baru cek rasa. Dirasa sudah pas. Adonan siap di goreng.😊--",7,/id/resep/4473838-telur-kornet,kaleng kornet buah bawang prei buah telur sdm tepung terigu cabai rawit jumput garam sdt merica sdm saus tiram
3,Tahu telur surabaya,1 butir telur--1 potong tahu putih goreng setengah matang--1/2 siung bawang putih goreng--1 sdm petis udang--3 sdm kacang tanah goreng--secukupnya Gula merah--secukupnya Air--Kucai secukupnya / seledri--secukupnya Bawang goreng--secukupnya Garam--Kecap manis--4 buah cabai rawit goreng--Tauge--Acar--,"Uleg kacang, cabai, bawang putih, gula merah, petis. Tambahkan air matang. Aduk rata. Sisihkan--Potong tahu kecil-kecil. Sisihkan--Kocok telur dan garam. Masukkan tahu ke telur. Goreng--Campur telur goreng dan tauge dengan saus kacang. Aduk rata.--Pindah ke piring, beri kecap manis secukupnya, taburi bawang goreng dan kucai/seledri. Tambahkan acar--",10,/id/resep/4473784-tahu-telur-surabaya,butir telur potong putih goreng matang siung bawang putih goreng sdm petis udang sdm kacang tanah goreng gula merah air kucai seledri bawang goreng garam kecap manis buah cabai rawit goreng tauge acar
